proposal_id,family,window,status,net,pf,dd_pct,monthly_pct,trades,pb_net,pb_n,sca1_net,sca1_n,sca2_net,sca2_n,pb2_net,pb2_n,sca3_net,sca3_n,sca4_net,sca4_n,description,parameter_json,elapsed,run_id
S4033,U4_rr,OOS,OK,129598.0,1.5126,2.405,0.4713,541,20752,50,52540,245,20733,94,,,23335,126,12238,26,第4セッションRR2.1,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 2.1, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",73.6,s4_oos_S4033_20260905233407_6f43
S4034,U4_rr,OOS,OK,129196.0,1.511,2.4775,0.4698,541,20752,50,52540,245,20733,94,,,23335,126,11836,26,第4セッションRR2.4,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 2.4, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",73.6,s4_oos_S4034_20260905233521_6843
S4035,U5_range_filter,OOS,OK,91876.0,1.234,4.493,0.3341,794,20752,50,52540,245,20733,94,,,23335,126,-25484,279,第4レンジ幅0.2〜0.8ATR,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 0.8, ""Sca4MinRange"": 0.2, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",73.6,s4_oos_S4035_20260905233634_f9a6
S4036,U5_range_filter,OOS,OK,91076.0,1.2315,4.6483,0.3312,795,20752,50,52540,245,20733,94,,,23335,126,-26284,280,第4レンジ幅0.2〜1.0ATR,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.2, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",73.6,s4_oos_S4036_20260905233748_e5f2
S4037,U5_range_filter,OOS,OK,113063.0,1.3898,2.8274,0.4111,587,20752,50,52540,245,20733,94,,,23335,126,-4297,72,第4レンジ幅0.3〜0.8ATR,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 0.8, ""Sca4MinRange"": 0.3, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.6,s4_oos_S4037_20260905233902_1b89
S4038,U5_range_filter,OOS,OK,105271.0,1.3534,2.8319,0.3828,589,20752,50,52540,245,20733,94,,,23335,126,-12089,74,第4レンジ幅0.3〜1.4ATR,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.4, ""Sca4MinRange"": 0.3, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",73.6,s4_oos_S4038_20260905234010_6fe6
S4039,U5_range_filter,OOS,OK,124503.0,1.5106,2.6007,0.4527,526,20752,50,52540,245,20733,94,,,23335,126,7143,11,第4レンジ幅0.5〜1.0ATR,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.5, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.7,s4_oos_S4039_20260905234124_17d6
S4040,U5_range_filter,OOS,OK,117511.0,1.4685,2.6007,0.4273,527,20752,50,52540,245,20733,94,,,23335,126,151,12,第4レンジ幅0.5〜1.4ATR,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.4, ""Sca4MinRange"": 0.5, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.7,s4_oos_S4040_20260905234233_6969
S4041,U6_buffer,OOS,OK,126868.0,1.4975,2.6491,0.4613,541,20752,50,52540,245,20733,94,,,23335,126,9508,26,第4バッファ0.02ATR,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.02, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.6,s4_oos_S4041_20260905234341_8e82
S4042,U6_buffer,OOS,OK,124087.0,1.4855,2.6598,0.4512,540,20752,50,52540,245,20733,94,,,23335,126,6727,25,第4バッファ0.05ATR,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.05, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.7,s4_oos_S4042_20260905234450_3c8c
S4043,U6_buffer,OOS,OK,126404.0,1.4988,2.6944,0.4597,538,20752,50,52540,245,20733,94,,,23335,126,9044,23,第4バッファ0.1ATR,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.1, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",78.7,s4_oos_S4043_20260905234559_d431
S4044,U7_friday_boost,OOS,OK,132636.0,1.5217,2.3968,0.4823,544,20752,50,52540,245,20733,94,,,23335,126,15276,29,第4セッション金曜も取引,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": false, ""Sca4TradeEnd"": 20}",78.8,s4_oos_S4044_20260905234717_46b8
S4045,U7_friday_boost,OOS,OK,123313.0,1.4921,2.6505,0.4484,541,20752,50,52540,245,20733,94,,,23335,126,5953,26,第4セッション逆行ブーストなし,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": false, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",73.6,s4_oos_S4045_20260905234836_ece8
S4046,U7_friday_boost,OOS,OK,123313.0,1.4921,2.6505,0.4484,541,20752,50,52540,245,20733,94,,,23335,126,5953,26,第4逆行ブースト1.5倍,"{""Sca4BoostMult"": 1.5, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.7,s4_oos_S4046_20260905234950_6ff1
S4047,U7_friday_boost,OOS,OK,134380.0,1.5269,2.4089,0.4887,541,20752,50,52540,245,20733,94,,,23335,126,17020,26,第4逆行ブースト3.0倍,"{""Sca4BoostMult"": 3.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",73.7,s4_oos_S4047_20260905235058_e3d5
S4012,U1_window,IS,OK,577164.0,1.8157,4.5109,1.9239,624,196940,63,179120,242,123237,91,,,74955,121,2912,107,第4レンジ17-20時（締切21h・決済23h・窓終了後の時間確保のため締切/決済を調整）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 20, ""Sca4RangeStart"": 17, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 21}",151.5,s4_is_S4012_20260906072547_03a8
S4013,U1_window,IS,OK,558598.0,1.8226,5.1237,1.862,540,196940,63,179120,242,123237,91,,,74955,121,-15654,23,第4レンジ18-19時（締切20h・決済23h）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 19, ""Sca4RangeStart"": 18, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",99.0,s4_is_S4013_20260906072819_970d
S4014,U1_window,IS,OK,543771.0,1.7663,4.4416,1.8126,575,196940,63,179120,242,123237,91,,,74955,121,-30481,58,第4レンジ18-20時（締切21h・決済23h・窓終了後の時間確保のため締切/決済を調整）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 20, ""Sca4RangeStart"": 18, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 21}",104.2,s4_is_S4014_20260906072958_a7ac
S4015,U1_window,IS,OK,546296.0,1.7655,7.6439,1.821,570,196940,63,179120,242,123237,91,,,74955,121,-27956,53,第4レンジ18-21時（締切22h・決済23h・窓終了後の時間確保のため締切/決済を調整）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 21, ""Sca4RangeStart"": 18, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 22}",99.3,s4_is_S4015_20260906073142_b127
S4016,U1_window,IS,OK,555033.0,1.8166,4.6,1.8501,527,196940,63,179120,242,123237,91,,,74955,121,-19219,10,第4レンジ19-20時（締切21h・決済23h・窓終了後の時間確保のため締切/決済を調整）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 20, ""Sca4RangeStart"": 19, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 21}",104.4,s4_is_S4016_20260906073321_1291
S4017,U1_window,IS,OK,546516.0,1.7759,7.5986,1.8217,544,196940,63,179120,242,123237,91,,,74955,121,-27736,27,第4レンジ19-21時（締切22h・決済23h・窓終了後の時間確保のため締切/決済を調整）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 21, ""Sca4RangeStart"": 19, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 22}",99.3,s4_is_S4017_20260906073505_f189
