proposal_id,family,window,status,net,pf,dd_pct,monthly_pct,trades,sca_uj_net,sca_uj_n,sca_gj_net,sca_gj_n,uj2_net,uj2_n,gj2_net,gj2_n,sca1_net,sca1_n,sca2_net,sca2_n,pb_net,pb_n,description,parameter_json,elapsed,run_id,deals
X009,U1,OOS,OK,54963.0,1.1218,7.9043,0.1999,1084,-2224,266,42219,621,-6054,103,,,,,21022,94,,,SCA USDJPY 第2セッション: レンジ 14-15時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 14, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",99.0,fx_oos_X009_20260907102642_1dec,fx_oos_X009_20260907102642_1dec_deals.csv
X010,U1,OOS,OK,40747.0,1.0835,8.8181,0.1482,1329,-2224,266,42219,621,-19989,348,,,,,20741,94,,,SCA USDJPY 第2セッション: レンジ 14-16時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 16, ""Sca5RangeStart"": 14, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",98.9,fx_oos_X010_20260907102821_0550,fx_oos_X010_20260907102821_0550_deals.csv
X011,U1,OOS,OK,54818.0,1.118,7.5042,0.1993,1196,-2224,266,42219,621,-6192,215,,,,,21015,94,,,SCA USDJPY 第2セッション: レンジ 15-16時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 16, ""Sca5RangeStart"": 15, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",98.9,fx_oos_X011_20260907103000_00ba,fx_oos_X011_20260907103000_00ba_deals.csv
X012,U1,OOS,OK,50728.0,1.1079,7.9855,0.1845,1296,-2224,266,42219,621,-10346,315,,,,,21079,94,,,SCA USDJPY 第2セッション: レンジ 15-17時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 17, ""Sca5RangeStart"": 15, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",98.9,fx_oos_X012_20260907103139_6495,fx_oos_X012_20260907103139_6495_deals.csv
X013,U1,OOS,OK,52796.0,1.1157,7.7459,0.192,1176,-2224,266,42219,621,-7660,195,,,,,20461,94,,,SCA USDJPY 第2セッション: レンジ 16-17時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 17, ""Sca5RangeStart"": 16, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",98.9,fx_oos_X013_20260907103318_94af,fx_oos_X013_20260907103318_94af_deals.csv
X014,U1,OOS,OK,54081.0,1.1198,8.2957,0.1967,1147,-2224,266,42219,621,-6829,166,,,,,20915,94,,,SCA USDJPY 第2セッション: レンジ 16-18時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 18, ""Sca5RangeStart"": 16, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",98.9,fx_oos_X014_20260907103457_3fe2,fx_oos_X014_20260907103457_3fe2_deals.csv
X015,U1,OOS,OK,59193.0,1.1326,8.194,0.2152,1117,-2224,266,42219,621,-1500,136,,,,,20698,94,,,SCA USDJPY 第2セッション: レンジ 17-18時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 18, ""Sca5RangeStart"": 17, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",98.9,fx_oos_X015_20260907103636_61e4,fx_oos_X015_20260907103636_61e4_deals.csv
X016,U1,OOS,OK,58332.0,1.1331,7.775,0.2121,1030,-2224,266,42219,621,-2370,49,,,,,20707,94,,,SCA USDJPY 第2セッション: レンジ 17-19時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 19, ""Sca5RangeStart"": 17, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",98.9,fx_oos_X016_20260907103815_c7e4,fx_oos_X016_20260907103815_c7e4_deals.csv
X017,U2,OOS,OK,63158.0,1.1403,7.0627,0.2297,1112,-2224,266,42219,621,2659,131,,,,,20504,94,,,SCA USDJPY 第2セッション: 締切 17時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 17}",98.9,fx_oos_X017_20260907103954_ee63,fx_oos_X017_20260907103954_ee63_deals.csv
X018,U2,OOS,OK,54920.0,1.1183,7.9181,0.1997,1176,-2224,266,42219,621,-5950,195,,,,,20875,94,,,SCA USDJPY 第2セッション: 締切 18時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 18}",98.9,fx_oos_X018_20260907104133_ac21,fx_oos_X018_20260907104133_ac21_deals.csv
X019,U2,OOS,OK,50229.0,1.1066,8.1539,0.1827,1202,-2224,266,42219,621,-10744,221,,,,,20978,94,,,SCA USDJPY 第2セッション: 締切 19時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 19}",98.9,fx_oos_X019_20260907104312_ba20,fx_oos_X019_20260907104312_ba20_deals.csv
X020,U2,OOS,OK,45601.0,1.0957,8.496,0.1658,1223,-2224,266,42219,621,-15373,242,,,,,20979,94,,,SCA USDJPY 第2セッション: 締切 21時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 21}",99.0,fx_oos_X020_20260907104451_7584,fx_oos_X020_20260907104451_7584_deals.csv
X021,U2,OOS,OK,45882.0,1.096,8.5015,0.1668,1236,-2224,266,42219,621,-15089,255,,,,,20976,94,,,SCA USDJPY 第2セッション: 締切 22時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 22}",98.9,fx_oos_X021_20260907104630_9176,fx_oos_X021_20260907104630_9176_deals.csv
X022,U3,OOS,OK,48932.0,1.1031,8.4215,0.1779,1213,-2224,266,42219,621,-12026,232,,,,,20963,94,,,SCA USDJPY 第2セッション: RR 1.3,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 1.3, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",99.1,fx_oos_X022_20260907104809_aaa9,fx_oos_X022_20260907104809_aaa9_deals.csv
X023,U3,OOS,OK,47449.0,1.0999,8.5703,0.1725,1213,-2224,266,42219,621,-13511,232,,,,,20965,94,,,SCA USDJPY 第2セッション: RR 1.5,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 1.5, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",98.9,fx_oos_X023_20260907104948_304e,fx_oos_X023_20260907104948_304e_deals.csv
X024,U3,OOS,OK,48483.0,1.1021,8.5085,0.1763,1213,-2224,266,42219,621,-12479,232,,,,,20967,94,,,SCA USDJPY 第2セッション: RR 1.7,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 1.7, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",99.0,fx_oos_X024_20260907105127_da02,fx_oos_X024_20260907105127_da02_deals.csv
X025,U3,OOS,OK,46806.0,1.0985,8.5177,0.1702,1213,-2224,266,42219,621,-14168,232,,,,,20979,94,,,SCA USDJPY 第2セッション: RR 2.4,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.4, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",99.0,fx_oos_X025_20260907105306_6771,fx_oos_X025_20260907105306_6771_deals.csv
X026,U3,OOS,OK,47335.0,1.0996,8.5177,0.1721,1213,-2224,266,42219,621,-13639,232,,,,,20979,94,,,SCA USDJPY 第2セッション: RR 3.0,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 3.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",98.9,fx_oos_X026_20260907105445_26ef,fx_oos_X026_20260907105445_26ef_deals.csv
X027,U4,OOS,OK,37740.0,1.0723,8.86,0.1372,1548,-2224,266,42219,621,-22938,567,,,,,20683,94,,,SCA USDJPY 第2セッション: レンジ幅 0.2-0.8,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 0.8, ""Sca5MinRange"": 0.2, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",99.0,fx_oos_X027_20260907105624_4165,fx_oos_X027_20260907105624_4165_deals.csv
X028,U4,OOS,OK,38223.0,1.0731,8.8293,0.139,1551,-2224,266,42219,621,-22434,570,,,,,20662,94,,,SCA USDJPY 第2セッション: レンジ幅 0.2-1.4,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.4, ""Sca5MinRange"": 0.2, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",99.1,fx_oos_X028_20260907105802_d868,fx_oos_X028_20260907105802_d868_deals.csv
X029,U4,OOS,OK,52992.0,1.1178,8.2426,0.1927,1068,-2224,266,42219,621,-7955,87,,,,,20952,94,,,SCA USDJPY 第2セッション: レンジ幅 0.4-0.8,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 0.8, ""Sca5MinRange"": 0.4, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",98.9,fx_oos_X029_20260907105942_ce81,fx_oos_X029_20260907105942_ce81_deals.csv
X030,U4,OOS,OK,53474.0,1.1185,8.2142,0.1945,1071,-2224,266,42219,621,-7451,90,,,,,20930,94,,,SCA USDJPY 第2セッション: レンジ幅 0.4-1.4,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.4, ""Sca5MinRange"": 0.4, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",98.9,fx_oos_X030_20260907110120_09d5,fx_oos_X030_20260907110120_09d5_deals.csv
X031,U4,OOS,OK,56787.0,1.1286,7.6563,0.2065,1022,-2224,266,42219,621,-4050,41,,,,,20842,94,,,SCA USDJPY 第2セッション: レンジ幅 0.5-1.4,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.4, ""Sca5MinRange"": 0.5, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",98.9,fx_oos_X031_20260907110259_2d02,fx_oos_X031_20260907110259_2d02_deals.csv
X032,U5,OOS,OK,46024.0,1.0949,8.3242,0.1674,1288,-2224,266,42219,621,-14952,307,,,,,20981,94,,,SCA USDJPY 第2セッション: バッファ 0.0,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.0, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",99.0,fx_oos_X032_20260907110438_2728,fx_oos_X032_20260907110438_2728_deals.csv
X033,U5,OOS,OK,45329.0,1.0943,8.3095,0.1648,1255,-2224,266,42219,621,-15643,274,,,,,20977,94,,,SCA USDJPY 第2セッション: バッファ 0.05,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.05, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",99.0,fx_oos_X033_20260907110617_d8be,fx_oos_X033_20260907110617_d8be_deals.csv
X034,U5,OOS,OK,57564.0,1.1258,7.8972,0.2093,1144,-2224,266,42219,621,-3433,163,,,,,21002,94,,,SCA USDJPY 第2セッション: バッファ 0.2,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.2, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",98.9,fx_oos_X034_20260907110756_07b4,fx_oos_X034_20260907110756_07b4_deals.csv
X035,U5,OOS,OK,51947.0,1.1117,8.0371,0.1889,1213,-2224,266,42219,621,-9025,232,,,,,20977,94,,,SCA USDJPY 第2セッション: Boost 1.0,"{""Sca5BoostMult"": 1.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",98.9,fx_oos_X035_20260907110935_38a4,fx_oos_X035_20260907110935_38a4_deals.csv
X036,U5,OOS,OK,41410.0,1.0854,8.8698,0.1506,1213,-2224,266,42219,621,-19562,232,,,,,20977,94,,,SCA USDJPY 第2セッション: Boost 3.0,"{""Sca5BoostMult"": 3.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",98.9,fx_oos_X036_20260907111114_911f,fx_oos_X036_20260907111114_911f_deals.csv
X037,G0,OOS,OK,3547.0,1.0051,8.994,0.0129,1514,-2224,266,42219,621,,,-57202,533,,,20754,94,,,SCA GBPJPY 第2セッション: EA既定値の中心点,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",98.9,fx_oos_X037_20260907111253_f22d,fx_oos_X037_20260907111253_f22d_deals.csv
X038,G1,OOS,OK,46371.0,1.0629,13.3012,0.1686,1452,-2224,266,42219,621,,,-14378,471,,,20754,94,,,SCA GBPJPY 第2セッション: レンジ 10-11時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 11, ""Sca6RangeStart"": 10, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",98.9,fx_oos_X038_20260907111432_a833,fx_oos_X038_20260907111432_a833_deals.csv
X039,G1,OOS,OK,117521.0,1.1345,9.5139,0.4273,1794,-2224,266,42219,621,,,56772,813,,,20754,94,,,SCA GBPJPY 第2セッション: レンジ 10-12時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 12, ""Sca6RangeStart"": 10, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",99.0,fx_oos_X039_20260907111611_9128,fx_oos_X039_20260907111611_9128_deals.csv
X040,G1,OOS,OK,91191.0,1.1408,5.9116,0.3316,1382,-2224,266,42219,621,,,30442,401,,,20754,94,,,SCA GBPJPY 第2セッション: レンジ 11-12時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 12, ""Sca6RangeStart"": 11, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",99.1,fx_oos_X040_20260907111750_c37b,fx_oos_X040_20260907111750_c37b_deals.csv
