id,family,priority,base,symbol,overrides,model,is_net,is_pf,is_dd,is_n,oos_net,oos_pf,oos_dd,oos_n,verdict,strict,note
R3F04_q1_m0_b1_h0,R3F04,11,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UsePullbackQuality': True, 'UseMomentumConfirm': False, 'RequireBullishCandle': True, 'UseHigherTFFilter': False}",open_prices,22064.0,1.9414,5.9147,22,23989.0,1.5804,10.99,32,PASS,NO_IMPROVEMENT,
R3F04_q1_m0_b1_h1,R3F04,11,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UsePullbackQuality': True, 'UseMomentumConfirm': False, 'RequireBullishCandle': True, 'UseHigherTFFilter': True}",open_prices,22064.0,1.9414,5.9147,22,17485.0,1.4678,15.8968,30,PASS,NO_IMPROVEMENT,
R3F04_q1_m1_b0_h0,R3F04,11,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UsePullbackQuality': True, 'UseMomentumConfirm': True, 'RequireBullishCandle': False, 'UseHigherTFFilter': False}",open_prices,32349.0,2.9691,5.9298,17,33987.0,2.0349,9.1473,27,PASS,NO_IMPROVEMENT,
R3F04_q1_m1_b0_h1,R3F04,11,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UsePullbackQuality': True, 'UseMomentumConfirm': True, 'RequireBullishCandle': False, 'UseHigherTFFilter': True}",open_prices,32349.0,2.9691,5.9298,17,20763.0,1.6392,14.6751,26,PASS,NO_IMPROVEMENT,
R3F04_q1_m1_b1_h0,R3F04,11,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UsePullbackQuality': True, 'UseMomentumConfirm': True, 'RequireBullishCandle': True, 'UseHigherTFFilter': False}",open_prices,33133.0,3.1179,5.9298,16,33987.0,2.0349,9.1473,27,PASS,NO_IMPROVEMENT,
R3F04_q1_m1_b1_h1,R3F04,11,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UsePullbackQuality': True, 'UseMomentumConfirm': True, 'RequireBullishCandle': True, 'UseHigherTFFilter': True}",open_prices,33133.0,3.1179,5.9298,16,20763.0,1.6392,14.6751,26,PASS,NO_IMPROVEMENT,
R3F08_UseBreakevenATR-true_MaxHoldBars-12_BE_Trigger_ATR-0p75,R3F08,12,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'UseBreakevenATR': True, 'MaxHoldBars': 12, 'BE_Trigger_ATR': 0.75}",open_prices,4266.0,1.2455,3.3743,66,14959.0,2.0699,2.8803,68,PASS,NO_IMPROVEMENT,
R3F08_UseBreakevenATR-true_MaxHoldBars-12_BE_Trigger_ATR-1p0,R3F08,12,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'UseBreakevenATR': True, 'MaxHoldBars': 12, 'BE_Trigger_ATR': 1.0}",open_prices,6248.0,1.3383,3.366,66,14575.0,2.0048,3.325,68,PASS,NO_IMPROVEMENT,
R3F08_UseBreakevenATR-true_MaxHoldBars-12_BE_Trigger_ATR-1p25,R3F08,12,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'UseBreakevenATR': True, 'MaxHoldBars': 12, 'BE_Trigger_ATR': 1.25}",open_prices,4779.0,1.2432,3.3971,65,15704.0,2.0069,3.3169,68,PASS,NO_IMPROVEMENT,
R3F08_UseBreakevenATR-true_MaxHoldBars-12_BE_Trigger_ATR-1p5,R3F08,12,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'UseBreakevenATR': True, 'MaxHoldBars': 12, 'BE_Trigger_ATR': 1.5}",open_prices,4672.0,1.2272,3.4007,65,16896.0,2.0474,2.8614,68,PASS,NO_IMPROVEMENT,
R3F08_UseBreakevenATR-true_MaxHoldBars-24_BE_Trigger_ATR-0p75,R3F08,12,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'UseBreakevenATR': True, 'MaxHoldBars': 24, 'BE_Trigger_ATR': 0.75}",open_prices,4245.0,1.2428,3.7427,66,16182.0,2.1554,2.8498,68,PASS,NO_IMPROVEMENT,
R3F08_UseBreakevenATR-true_MaxHoldBars-24_BE_Trigger_ATR-1p0,R3F08,12,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'UseBreakevenATR': True, 'MaxHoldBars': 24, 'BE_Trigger_ATR': 1.0}",open_prices,6100.0,1.3278,3.7382,66,16788.0,2.1556,3.2626,68,PASS,NO_IMPROVEMENT,
R3F08_UseBreakevenATR-true_MaxHoldBars-24_BE_Trigger_ATR-1p25,R3F08,12,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'UseBreakevenATR': True, 'MaxHoldBars': 24, 'BE_Trigger_ATR': 1.25}",open_prices,6367.0,1.3215,3.7285,65,18071.0,2.1569,3.2505,68,PASS,NO_IMPROVEMENT,
R3F08_UseBreakevenATR-true_MaxHoldBars-24_BE_Trigger_ATR-1p5,R3F08,12,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'UseBreakevenATR': True, 'MaxHoldBars': 24, 'BE_Trigger_ATR': 1.5}",open_prices,6087.0,1.2862,3.7385,65,18742.0,2.1595,3.2364,68,PASS,NO_IMPROVEMENT,
R3F08_UseBreakevenATR-true_MaxHoldBars-36_BE_Trigger_ATR-0p75,R3F08,12,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'UseBreakevenATR': True, 'MaxHoldBars': 36, 'BE_Trigger_ATR': 0.75}",open_prices,4245.0,1.2428,3.7427,66,16140.0,2.1501,2.8636,68,PASS,NO_IMPROVEMENT,
R3F08_UseBreakevenATR-true_MaxHoldBars-36_BE_Trigger_ATR-1p0,R3F08,12,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'UseBreakevenATR': True, 'MaxHoldBars': 36, 'BE_Trigger_ATR': 1.0}",open_prices,6100.0,1.3278,3.7382,66,16746.0,2.1504,3.2782,68,PASS,NO_IMPROVEMENT,
R3F08_UseBreakevenATR-true_MaxHoldBars-36_BE_Trigger_ATR-1p25,R3F08,12,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'UseBreakevenATR': True, 'MaxHoldBars': 36, 'BE_Trigger_ATR': 1.25}",open_prices,6367.0,1.3215,3.7285,65,18029.0,2.1521,3.2661,68,PASS,NO_IMPROVEMENT,
R3F08_UseBreakevenATR-true_MaxHoldBars-36_BE_Trigger_ATR-1p5,R3F08,12,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'UseBreakevenATR': True, 'MaxHoldBars': 36, 'BE_Trigger_ATR': 1.5}",open_prices,6087.0,1.2862,3.7385,65,18700.0,2.1548,3.2518,68,PASS,NO_IMPROVEMENT,
R3F08_UseBreakevenATR-true_MaxHoldBars-48_BE_Trigger_ATR-0p75,R3F08,12,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'UseBreakevenATR': True, 'MaxHoldBars': 48, 'BE_Trigger_ATR': 0.75}",open_prices,4245.0,1.2428,3.7427,66,16140.0,2.1501,2.8636,68,PASS,NO_IMPROVEMENT,
R3F08_UseBreakevenATR-true_MaxHoldBars-48_BE_Trigger_ATR-1p0,R3F08,12,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'UseBreakevenATR': True, 'MaxHoldBars': 48, 'BE_Trigger_ATR': 1.0}",open_prices,6100.0,1.3278,3.7382,66,16746.0,2.1504,3.2782,68,PASS,NO_IMPROVEMENT,
R3F08_UseBreakevenATR-true_MaxHoldBars-48_BE_Trigger_ATR-1p25,R3F08,12,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'UseBreakevenATR': True, 'MaxHoldBars': 48, 'BE_Trigger_ATR': 1.25}",open_prices,6367.0,1.3215,3.7285,65,18029.0,2.1521,3.2661,68,PASS,NO_IMPROVEMENT,
R3F08_UseBreakevenATR-true_MaxHoldBars-48_BE_Trigger_ATR-1p5,R3F08,12,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'UseBreakevenATR': True, 'MaxHoldBars': 48, 'BE_Trigger_ATR': 1.5}",open_prices,6087.0,1.2862,3.7385,65,18700.0,2.1548,3.2518,68,PASS,NO_IMPROVEMENT,
R3F13_Hyst_ATR_Mult-0p5_ExitMA_Period-20,R3F13,13,configs/carry_audjpy_d1.yaml,AUDJPY,"{'Hyst_ATR_Mult': 0.5, 'ExitMA_Period': 20}",open_prices,62834.0,1.4205,26.9157,44,28661.0,1.365,20.0733,36,PASS,NO_IMPROVEMENT,
R3F13_Hyst_ATR_Mult-0p5_ExitMA_Period-40,R3F13,13,configs/carry_audjpy_d1.yaml,AUDJPY,"{'Hyst_ATR_Mult': 0.5, 'ExitMA_Period': 40}",open_prices,56341.0,1.7544,37.8935,37,29110.0,1.4434,31.8544,21,PASS,NO_IMPROVEMENT,
R3F13_Hyst_ATR_Mult-0p5_ExitMA_Period-60,R3F13,13,configs/carry_audjpy_d1.yaml,AUDJPY,"{'Hyst_ATR_Mult': 0.5, 'ExitMA_Period': 60}",open_prices,26569.0,1.3295,35.214,31,60684.0,2.2495,27.4669,12,PASS,NO_IMPROVEMENT,
R3F13_Hyst_ATR_Mult-0p5_ExitMA_Period-80,R3F13,13,configs/carry_audjpy_d1.yaml,AUDJPY,"{'Hyst_ATR_Mult': 0.5, 'ExitMA_Period': 80}",open_prices,64132.0,1.8405,24.2313,30,50930.0,2.033,26.1841,12,PASS,NO_IMPROVEMENT,
R3F13_Hyst_ATR_Mult-0p75_ExitMA_Period-20,R3F13,13,configs/carry_audjpy_d1.yaml,AUDJPY,"{'Hyst_ATR_Mult': 0.75, 'ExitMA_Period': 20}",open_prices,62834.0,1.4205,26.9157,44,28661.0,1.365,20.0733,36,PASS,NO_IMPROVEMENT,
R3F13_Hyst_ATR_Mult-0p75_ExitMA_Period-40,R3F13,13,configs/carry_audjpy_d1.yaml,AUDJPY,"{'Hyst_ATR_Mult': 0.75, 'ExitMA_Period': 40}",open_prices,56341.0,1.7544,37.8935,37,29110.0,1.4434,31.8544,21,PASS,NO_IMPROVEMENT,
R3F13_Hyst_ATR_Mult-0p75_ExitMA_Period-60,R3F13,13,configs/carry_audjpy_d1.yaml,AUDJPY,"{'Hyst_ATR_Mult': 0.75, 'ExitMA_Period': 60}",open_prices,26569.0,1.3295,35.214,31,60684.0,2.2495,27.4669,12,PASS,NO_IMPROVEMENT,
R3F13_Hyst_ATR_Mult-0p75_ExitMA_Period-80,R3F13,13,configs/carry_audjpy_d1.yaml,AUDJPY,"{'Hyst_ATR_Mult': 0.75, 'ExitMA_Period': 80}",open_prices,64132.0,1.8405,24.2313,30,50930.0,2.033,26.1841,12,PASS,NO_IMPROVEMENT,
R3F13_Hyst_ATR_Mult-1p0_ExitMA_Period-20,R3F13,13,configs/carry_audjpy_d1.yaml,AUDJPY,"{'Hyst_ATR_Mult': 1.0, 'ExitMA_Period': 20}",open_prices,62834.0,1.4205,26.9157,44,28661.0,1.365,20.0733,36,PASS,NO_IMPROVEMENT,
R3F13_Hyst_ATR_Mult-1p0_ExitMA_Period-40,R3F13,13,configs/carry_audjpy_d1.yaml,AUDJPY,"{'Hyst_ATR_Mult': 1.0, 'ExitMA_Period': 40}",open_prices,56341.0,1.7544,37.8935,37,29110.0,1.4434,31.8544,21,PASS,NO_IMPROVEMENT,
R3F13_Hyst_ATR_Mult-1p0_ExitMA_Period-60,R3F13,13,configs/carry_audjpy_d1.yaml,AUDJPY,"{'Hyst_ATR_Mult': 1.0, 'ExitMA_Period': 60}",open_prices,26569.0,1.3295,35.214,31,60684.0,2.2495,27.4669,12,PASS,NO_IMPROVEMENT,
R3F13_Hyst_ATR_Mult-1p0_ExitMA_Period-80,R3F13,13,configs/carry_audjpy_d1.yaml,AUDJPY,"{'Hyst_ATR_Mult': 1.0, 'ExitMA_Period': 80}",open_prices,64132.0,1.8405,24.2313,30,50930.0,2.033,26.1841,12,PASS,NO_IMPROVEMENT,
R3F13_Hyst_ATR_Mult-1p25_ExitMA_Period-20,R3F13,13,configs/carry_audjpy_d1.yaml,AUDJPY,"{'Hyst_ATR_Mult': 1.25, 'ExitMA_Period': 20}",open_prices,62834.0,1.4205,26.9157,44,28661.0,1.365,20.0733,36,PASS,NO_IMPROVEMENT,
R3F13_Hyst_ATR_Mult-1p25_ExitMA_Period-40,R3F13,13,configs/carry_audjpy_d1.yaml,AUDJPY,"{'Hyst_ATR_Mult': 1.25, 'ExitMA_Period': 40}",open_prices,56341.0,1.7544,37.8935,37,29110.0,1.4434,31.8544,21,PASS,NO_IMPROVEMENT,
R3F13_Hyst_ATR_Mult-1p25_ExitMA_Period-60,R3F13,13,configs/carry_audjpy_d1.yaml,AUDJPY,"{'Hyst_ATR_Mult': 1.25, 'ExitMA_Period': 60}",open_prices,26569.0,1.3295,35.214,31,60684.0,2.2495,27.4669,12,PASS,NO_IMPROVEMENT,
R3F13_Hyst_ATR_Mult-1p25_ExitMA_Period-80,R3F13,13,configs/carry_audjpy_d1.yaml,AUDJPY,"{'Hyst_ATR_Mult': 1.25, 'ExitMA_Period': 80}",open_prices,64132.0,1.8405,24.2313,30,50930.0,2.033,26.1841,12,PASS,NO_IMPROVEMENT,
R3F14_Entry_Z-3p5_Exit_Z--0p5,R3F14,14,configs/pairtrade_eurusd_gbpusd.yaml,EURUSD,"{'Entry_Z': 3.5, 'Exit_Z': -0.5}",open_prices,7797.0,1.0903,9.9435,142,9767.0,1.2338,8.0603,92,PASS,NO_IMPROVEMENT,
R3F14_Entry_Z-3p5_Exit_Z--1p0,R3F14,14,configs/pairtrade_eurusd_gbpusd.yaml,EURUSD,"{'Entry_Z': 3.5, 'Exit_Z': -1.0}",open_prices,5852.0,1.0587,10.0418,140,10097.0,1.2455,5.697,90,PASS,NO_IMPROVEMENT,
R3F14_Entry_Z-3p5_Exit_Z--1p5,R3F14,14,configs/pairtrade_eurusd_gbpusd.yaml,EURUSD,"{'Entry_Z': 3.5, 'Exit_Z': -1.5}",open_prices,13653.0,1.1388,10.4274,134,9115.0,1.1886,6.077,86,PASS,NO_IMPROVEMENT,
R3F14_Entry_Z-3p5_Exit_Z-0p0,R3F14,14,configs/pairtrade_eurusd_gbpusd.yaml,EURUSD,"{'Entry_Z': 3.5, 'Exit_Z': 0.0}",open_prices,5034.0,1.0655,11.9785,144,4156.0,1.0977,9.2314,92,PASS,NO_IMPROVEMENT,
R3F14_Entry_Z-4p0_Exit_Z--0p5,R3F14,14,configs/pairtrade_eurusd_gbpusd.yaml,EURUSD,"{'Entry_Z': 4.0, 'Exit_Z': -0.5}",open_prices,8428.0,1.1283,9.2567,104,9303.0,1.8505,2.5511,40,PASS,NO_IMPROVEMENT,
R3F14_Entry_Z-4p0_Exit_Z--1p0,R3F14,14,configs/pairtrade_eurusd_gbpusd.yaml,EURUSD,"{'Entry_Z': 4.0, 'Exit_Z': -1.0}",open_prices,11373.0,1.1617,8.3964,102,9526.0,1.6716,3.7436,40,PASS,NO_IMPROVEMENT,
R3F14_Entry_Z-4p0_Exit_Z--1p5,R3F14,14,configs/pairtrade_eurusd_gbpusd.yaml,EURUSD,"{'Entry_Z': 4.0, 'Exit_Z': -1.5}",open_prices,18119.0,1.262,9.2512,98,6612.0,1.2965,4.4672,38,PASS,NO_IMPROVEMENT,
R3F14_Entry_Z-4p0_Exit_Z-0p0,R3F14,14,configs/pairtrade_eurusd_gbpusd.yaml,EURUSD,"{'Entry_Z': 4.0, 'Exit_Z': 0.0}",open_prices,5408.0,1.0921,11.359,104,6787.0,1.703,2.5631,40,PASS,NO_IMPROVEMENT,
R3F14_Entry_Z-4p5_Exit_Z--0p5,R3F14,14,configs/pairtrade_eurusd_gbpusd.yaml,EURUSD,"{'Entry_Z': 4.5, 'Exit_Z': -0.5}",open_prices,5101.0,1.182,9.9705,50,915.0,1.2089,3.2316,14,PASS,NO_IMPROVEMENT,
R3F14_Entry_Z-4p5_Exit_Z--1p0,R3F14,14,configs/pairtrade_eurusd_gbpusd.yaml,EURUSD,"{'Entry_Z': 4.5, 'Exit_Z': -1.0}",open_prices,8994.0,1.3519,8.3441,50,1335.0,1.3118,2.6545,14,PASS,NO_IMPROVEMENT,
R3F14_Entry_Z-4p5_Exit_Z--1p5,R3F14,14,configs/pairtrade_eurusd_gbpusd.yaml,EURUSD,"{'Entry_Z': 4.5, 'Exit_Z': -1.5}",open_prices,12383.0,1.3855,9.5217,48,-1070.0,0.8792,6.4433,12,reject,NO_IMPROVEMENT,
R3F14_Entry_Z-4p5_Exit_Z-0p0,R3F14,14,configs/pairtrade_eurusd_gbpusd.yaml,EURUSD,"{'Entry_Z': 4.5, 'Exit_Z': 0.0}",open_prices,2319.0,1.0945,10.4254,50,956.0,1.2575,2.8545,14,PASS,NO_IMPROVEMENT,
R3F14_Entry_Z-5p0_Exit_Z--0p5,R3F14,14,configs/pairtrade_eurusd_gbpusd.yaml,EURUSD,"{'Entry_Z': 5.0, 'Exit_Z': -0.5}",open_prices,983.0,1.1241,3.9152,18,-2584.0,0.05,2.7176,4,reject,NO_IMPROVEMENT,
R3F14_Entry_Z-5p0_Exit_Z--1p0,R3F14,14,configs/pairtrade_eurusd_gbpusd.yaml,EURUSD,"{'Entry_Z': 5.0, 'Exit_Z': -1.0}",open_prices,1035.0,1.1303,4.2915,18,-1929.0,0.1216,2.1941,4,reject,NO_IMPROVEMENT,
R3F14_Entry_Z-5p0_Exit_Z--1p5,R3F14,14,configs/pairtrade_eurusd_gbpusd.yaml,EURUSD,"{'Entry_Z': 5.0, 'Exit_Z': -1.5}",open_prices,1239.0,1.1107,6.9012,18,-1929.0,0.1216,2.1941,4,reject,NO_IMPROVEMENT,
R3F14_Entry_Z-5p0_Exit_Z-0p0,R3F14,14,configs/pairtrade_eurusd_gbpusd.yaml,EURUSD,"{'Entry_Z': 5.0, 'Exit_Z': 0.0}",open_prices,399.0,1.0456,4.4038,18,-2609.0,0.0323,2.6937,4,reject,NO_IMPROVEMENT,
R3F15_ema22-55_rr3.5,R3F15,15,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'FastEMA_Period': 22, 'SlowEMA_Period': 55, 'RR_Ratio': 3.5}",open_prices,18245.0,1.8557,5.0804,20,-3848.0,0.8985,19.987,32,reject,NO_IMPROVEMENT,
R3F15_ema22-55_rr4,R3F15,15,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'FastEMA_Period': 22, 'SlowEMA_Period': 55, 'RR_Ratio': 4.0}",open_prices,30237.0,2.6309,5.9298,18,12125.0,1.3665,17.395,29,PASS,NO_IMPROVEMENT,
R3F15_ema22-55_rr4.5,R3F15,15,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'FastEMA_Period': 22, 'SlowEMA_Period': 55, 'RR_Ratio': 4.5}",open_prices,29900.0,3.5384,3.9206,12,13786.0,1.434,17.395,27,PASS,NO_IMPROVEMENT,
R3F15_ema22-55_rr5,R3F15,15,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'FastEMA_Period': 22, 'SlowEMA_Period': 55, 'RR_Ratio': 5.0}",open_prices,40999.0,4.1214,4.0452,12,7323.0,1.231,17.395,26,PASS,NO_IMPROVEMENT,
R3F15_ema25-55_rr3.5,R3F15,15,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'FastEMA_Period': 25, 'SlowEMA_Period': 55, 'RR_Ratio': 3.5}",open_prices,24955.0,2.4338,5.0804,18,10338.0,1.2849,17.4167,29,PASS,NO_IMPROVEMENT,
R3F15_ema25-55_rr4,R3F15,15,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'FastEMA_Period': 25, 'SlowEMA_Period': 55, 'RR_Ratio': 4.0}",open_prices,33133.0,3.1179,5.9298,16,20763.0,1.6392,14.6751,26,PASS,NO_IMPROVEMENT,
R3F15_ema25-55_rr4.5,R3F15,15,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'FastEMA_Period': 25, 'SlowEMA_Period': 55, 'RR_Ratio': 4.5}",open_prices,31688.0,4.1717,3.8515,11,17375.0,1.6012,15.123,24,PASS,NO_IMPROVEMENT,
R3F15_ema25-55_rr5,R3F15,15,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'FastEMA_Period': 25, 'SlowEMA_Period': 55, 'RR_Ratio': 5.0}",open_prices,42787.0,4.7708,3.818,11,9531.0,1.3145,15.123,24,PASS,NO_IMPROVEMENT,
R3F15_ema25-60_rr3.5,R3F15,15,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'FastEMA_Period': 25, 'SlowEMA_Period': 60, 'RR_Ratio': 3.5}",open_prices,24955.0,2.4338,5.0804,18,10338.0,1.2849,17.4167,29,PASS,NO_IMPROVEMENT,
R3F15_ema25-60_rr4,R3F15,15,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'FastEMA_Period': 25, 'SlowEMA_Period': 60, 'RR_Ratio': 4.0}",open_prices,33133.0,3.1179,5.9298,16,20763.0,1.6392,14.6751,26,PASS,NO_IMPROVEMENT,
R3F15_ema25-60_rr4.5,R3F15,15,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'FastEMA_Period': 25, 'SlowEMA_Period': 60, 'RR_Ratio': 4.5}",open_prices,31688.0,4.1717,3.8515,11,17375.0,1.6012,15.123,24,PASS,NO_IMPROVEMENT,
R3F15_ema25-60_rr5,R3F15,15,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'FastEMA_Period': 25, 'SlowEMA_Period': 60, 'RR_Ratio': 5.0}",open_prices,42787.0,4.7708,3.818,11,9531.0,1.3145,15.123,24,PASS,NO_IMPROVEMENT,
R3F15_ema28-65_rr3.5,R3F15,15,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'FastEMA_Period': 28, 'SlowEMA_Period': 65, 'RR_Ratio': 3.5}",open_prices,30543.0,2.7412,5.9169,18,6066.0,1.178,16.876,30,PASS,NO_IMPROVEMENT,
R3F15_ema28-65_rr4,R3F15,15,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'FastEMA_Period': 28, 'SlowEMA_Period': 65, 'RR_Ratio': 4.0}",open_prices,49009.0,3.2437,6.3495,18,16113.0,1.5418,12.968,27,PASS,NO_IMPROVEMENT,
R3F15_ema28-65_rr4.5,R3F15,15,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'FastEMA_Period': 28, 'SlowEMA_Period': 65, 'RR_Ratio': 4.5}",open_prices,46044.0,5.0903,4.019,12,17906.0,1.6312,13.292,25,PASS,NO_IMPROVEMENT,
R3F15_ema28-65_rr5,R3F15,15,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'FastEMA_Period': 28, 'SlowEMA_Period': 65, 'RR_Ratio': 5.0}",open_prices,50464.0,4.9201,3.7483,13,10065.0,1.3381,12.968,25,PASS,NO_IMPROVEMENT,
