proposal_id,family,status,survive,strict,tradeoff,params,is_net,is_pf,is_dd_abs,is_dd_pct,is_trades,oos_net,oos_pf,oos_dd_abs,oos_dd_pct,oos_trades,full_net,full_pf,full_dd_abs,full_dd_pct,full_trades
F08-29,F08,OK,True,False,False,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.75}",886329.5,1.7327030929697191,36208.75,1.9593833467892483,2041.0,211522.0,1.2772450086343334,36760.0,2.318221275986576,1917.0,1097851.5,1.5565467533993296,36760.0,2.318221275986576,3958.0
F08-30,F08,OK,True,False,False,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.75}",881019.0,1.728652483061366,37233.25,1.9697777459770582,2041.0,211183.75,1.2739357096576902,38081.0,2.403622507364372,1917.0,1092202.75,1.5516087052644485,38081.0,2.403622507364372,3958.0
F08-31,F08,OK,True,False,False,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.75}",899720.25,1.7520006302053057,36817.0,1.9745467203409597,2041.0,211987.25,1.2709322964011445,41891.25,2.6429427207049994,1917.0,1111707.5,1.5617885545134493,41891.25,2.6429427207049994,3958.0
F08-32,F08,OK,True,False,False,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.75}",896058.75,1.7445619794743703,36317.5,1.9886570742219385,2041.0,215542.25,1.2715394560511981,37752.0,2.3817950906706087,1917.0,1111601.0,1.5565658476111963,37752.0,2.3817950906706087,3958.0
F08-33,F08,OK,True,False,False,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.9}",897240.9,1.7256144372899,36828.69999999995,1.8875469196522479,2041.0,214611.30000000002,1.2740216626595555,35332.80000000005,2.2281078790447104,1917.0,1111852.2,1.5504990873224942,36828.69999999972,2.2281078790447104,3958.0
F08-34,F08,OK,True,False,False,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.9}",897813.2,1.7251814380835977,37135.30000000028,1.9450581936178237,2041.0,217106.49999999997,1.2766246433197022,37119.39999999991,2.341372300991801,1917.0,1114919.7,1.5511506357696228,37135.30000000028,2.341372300991801,3958.0
F08-35,F08,OK,True,False,False,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.9}",899031.7000000001,1.7227042849788599,37328.299999999814,1.9510935324079381,2041.0,216198.4,1.2743915873607343,36899.69999999995,2.3291184782968863,1917.0,1115230.1,1.548860181248899,37328.30000000028,2.3291184782968863,3958.0
F08-36,F08,OK,True,False,False,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.9}",904456.5,1.7264018281951754,37035.40000000014,1.9333804035597695,2041.0,217949.7,1.2770008877512566,37318.0,2.3559279479228685,1917.0,1122406.2,1.5523820557140962,37318.0,2.3559279479228685,3958.0
F08-37,F08,OK,True,False,False,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.9}",904334.7000000001,1.7219891262694005,37025.80000000005,1.935961693479316,2041.0,217791.89999999997,1.2748963357404277,37372.39999999991,2.3574440362199187,1917.0,1122126.6,1.5487629969290342,37372.39999999991,2.3574440362199187,3958.0
F08-38,F08,OK,True,False,False,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.9}",904397.7000000002,1.7213552484231283,37025.80000000005,1.9400257493908903,2041.0,217988.3,1.2740026303150407,37874.0,2.3899179461925817,1917.0,1122386.0,1.5476875454327952,37874.0,2.3899179461925817,3958.0
F08-39,F08,OK,True,False,False,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.9}",909212.6000000001,1.7278585604370806,37104.40000000014,1.9642107269822855,2041.0,218504.8,1.2731104143025218,39247.5,2.476147033828531,1917.0,1127717.4,1.5503150611251666,39247.5,2.476147033828531,3958.0
F08-40,F08,OK,True,False,False,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.9}",908472.7000000001,1.7262417288094325,37104.40000000014,1.969855808160011,2041.0,219632.4,1.2730858739566355,37682.39999999991,2.377403987197656,1917.0,1128105.0999999999,1.548906944904122,37682.39999999991,2.377403987197656,3958.0
F09-01,F09,OK,True,False,False,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.0}",467748.0,1.8972515499355473,27826.0,1.6880642223930278,929.0,156414.0,1.345288579344143,26350.0,1.5719518451791488,999.0,624162.0,1.6406214878883145,27826.0,1.5719518451791488,1928.0
F09-02,F09,OK,True,False,False,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.0}",436367.0,1.866636346664866,30549.0,1.8643581637759525,726.0,151423.0,1.369021972237386,27308.0,1.6267146238118189,926.0,587790.0,1.643199023038691,32495.0,1.935699857212723,1652.0
F09-03,F09,OK,True,False,False,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.0}",252961.0,1.6112930236604457,34641.0,2.045420728063732,651.0,151944.0,1.352840366810564,24693.0,1.5561958564465568,986.0,404905.0,1.4794930155226398,34641.0,1.8770197428167053,1637.0
