id,family,template,symbol,period,tag,priority,lot,note,net,pf,dd,n,win,verdict
N108,SCA_未踏市場,SCA_EA,EURJPY,M15,std,S,0.01,セッションORB横展開（実績テンプレ）,-14341.0,0.9611,28.2885,1393,47.810480976310124,reject
N109,SCA_未踏市場,SCA_EA,AUDJPY,M15,std,S,0.01,セッションORB横展開（実績テンプレ）,-11544.0,0.9508,24.4815,1186,47.97639123102867,reject
N110,SCA_未踏市場,SCA_EA,NZDJPY,M15,std,S,0.01,セッションORB横展開（実績テンプレ）,-10787.0,0.949,15.4305,1236,46.19741100323624,reject
N113,SCA_未踏市場,SCA_EA,EURUSD,M15,std,S,0.01,セッションORB横展開（実績テンプレ）,-22022.0,0.9214,26.5378,1107,44.71544715447154,reject
N114,SCA_未踏市場,SCA_EA,GBPUSD,M15,std,S,0.01,セッションORB横展開（実績テンプレ）,12625.0,1.0324,17.2827,1173,45.52429667519181,reject
N144,Carry_EM高スワップ,Carry,USDMXN,D1,std,S,0.01,新興国通貨キャリー（新市場・高スワップ）,0.0,0.0,0.0,0,0.0,reject
N145,Carry_EM高スワップ,Carry,USDZAR,D1,std,S,0.01,新興国通貨キャリー（新市場・高スワップ）,0.0,0.0,0.0,0,0.0,reject
N146,Carry_EM高スワップ,Carry,USDTRY,D1,std,S,0.01,新興国通貨キャリー（新市場・高スワップ）,0.0,0.0,0.0,0,0.0,reject
N147,Carry_EM高スワップ,Carry,EURTRY,D1,std,S,0.01,新興国通貨キャリー（新市場・高スワップ）,0.0,0.0,0.0,0,0.0,reject
N148,Carry_EM高スワップ,Carry,EURZAR,D1,std,S,0.01,新興国通貨キャリー（新市場・高スワップ）,0.0,0.0,0.0,0,0.0,reject
N001,PB_未踏円クロス,PullbackTrend,EURJPY,H4,std,A,0.01,円クロス残り4本,-16876.0,0.5942,16.876,71,26.76056338028169,reject
N002,PB_未踏円クロス,PullbackTrend,CHFJPY,H4,std,A,0.01,円クロス残り4本,-19328.0,0.5973,22.3987,75,26.666666666666668,reject
N003,PB_未踏円クロス,PullbackTrend,CADJPY,H4,std,A,0.01,円クロス残り4本,1169.0,1.0331,10.4087,83,34.93975903614458,reject
N004,PB_未踏円クロス,PullbackTrend,NZDJPY,H4,std,A,0.01,円クロス残り4本,-2701.0,0.8917,15.0692,65,30.76923076923077,reject
N041,RSI_未踏円クロス,RSI_Reversal,EURJPY,H4,std,A,0.01,円クロス（RSIは未検証）,-2378.0,0.9433,7.3083,133,29.32330827067669,reject
N042,RSI_未踏円クロス,RSI_Reversal,CHFJPY,H4,std,A,0.01,円クロス（RSIは未検証）,-8401.0,0.8087,13.149,135,25.925925925925924,reject
N043,RSI_未踏円クロス,RSI_Reversal,CADJPY,H4,std,A,0.01,円クロス（RSIは未検証）,-5758.0,0.8781,8.9809,146,27.397260273972602,reject
N044,RSI_未踏円クロス,RSI_Reversal,NZDJPY,H4,std,A,0.01,円クロス（RSIは未検証）,-8258.0,0.8066,11.3792,132,25.757575757575758,reject
N045,RSI_未踏円クロス,RSI_Reversal,AUDJPY,H4,std,A,0.01,円クロス（RSIは未検証）,-17110.0,0.6112,18.9308,129,20.155038759689923,reject
N046,RSI_未踏クロス,RSI_Reversal,AUDCAD,H4,std,A,0.01,非円クロス14本,-11874.0,0.6824,14.3801,122,22.950819672131146,reject
N047,RSI_未踏クロス,RSI_Reversal,AUDCHF,H4,std,A,0.01,非円クロス14本,-17056.0,0.7008,20.19,134,21.641791044776117,reject
N048,RSI_未踏クロス,RSI_Reversal,AUDNZD,H4,std,A,0.01,非円クロス14本,-2606.0,0.912,9.4043,126,28.57142857142857,reject
N049,RSI_未踏クロス,RSI_Reversal,NZDCAD,H4,std,A,0.01,非円クロス14本,-4038.0,0.8822,6.0426,115,26.956521739130434,reject
N050,RSI_未踏クロス,RSI_Reversal,NZDCHF,H4,std,A,0.01,非円クロス14本,-12708.0,0.7416,16.6727,124,25.0,reject
N051,RSI_未踏クロス,RSI_Reversal,CADCHF,H4,std,A,0.01,非円クロス14本,-9164.0,0.8182,16.7879,133,24.06015037593985,reject
N052,RSI_未踏クロス,RSI_Reversal,EURCAD,H4,std,A,0.01,非円クロス14本,-12651.0,0.7544,14.1999,163,24.539877300613497,reject
N053,RSI_未踏クロス,RSI_Reversal,EURCHF,H4,std,A,0.01,非円クロス14本,-22906.0,0.6005,25.4877,136,19.852941176470587,reject
N054,RSI_未踏クロス,RSI_Reversal,EURNZD,H4,std,A,0.01,非円クロス14本,113.0,1.0035,8.3256,128,31.25,reject
N055,RSI_未踏クロス,RSI_Reversal,EURAUD,H4,std,A,0.01,非円クロス14本,-12072.0,0.7009,12.3568,134,23.88059701492537,reject
N056,RSI_未踏クロス,RSI_Reversal,GBPAUD,H4,std,A,0.01,非円クロス14本,12.0,1.0003,5.0658,136,30.14705882352941,reject
N057,RSI_未踏クロス,RSI_Reversal,GBPCAD,H4,std,A,0.01,非円クロス14本,-12226.0,0.7348,13.437,145,23.448275862068964,reject
N058,RSI_未踏クロス,RSI_Reversal,GBPCHF,H4,std,A,0.01,非円クロス14本,-24515.0,0.6348,26.105,141,21.27659574468085,reject
N059,RSI_未踏クロス,RSI_Reversal,GBPNZD,H4,std,A,0.01,非円クロス14本,-16034.0,0.5857,17.6908,132,20.454545454545457,reject
N063,RSI_EM逆張り,RSI_Reversal,USDMXN,H4,std,A,0.01,新興国通貨レンジ回帰（新市場）,0.0,0.0,0.0,0,0.0,reject
N064,RSI_EM逆張り,RSI_Reversal,USDZAR,H4,std,A,0.01,新興国通貨レンジ回帰（新市場）,0.0,0.0,0.0,0,0.0,reject
N065,RSI_EM逆張り,RSI_Reversal,USDTRY,H4,std,A,0.01,新興国通貨レンジ回帰（新市場）,-3037.0,0.2584,3.5352,21,14.285714285714285,reject
N066,RSI_EM逆張り,RSI_Reversal,EURTRY,H4,std,A,0.01,新興国通貨レンジ回帰（新市場）,-1900.0,0.0306,1.9,16,12.5,reject
N067,RSI_EM逆張り,RSI_Reversal,EURZAR,H4,std,A,0.01,新興国通貨レンジ回帰（新市場）,0.0,0.0,0.0,0,0.0,reject
N068,VBO_未踏円クロス,VolBreakout,EURJPY,H4,std,A,0.01,円クロス残り4本,-17363.0,0.8695,22.0391,310,32.903225806451616,reject
N069,VBO_未踏円クロス,VolBreakout,CHFJPY,H4,std,A,0.01,円クロス残り4本,-37315.0,0.7174,37.315,313,27.15654952076677,reject
N070,VBO_未踏円クロス,VolBreakout,CADJPY,H4,std,A,0.01,円クロス残り4本,-4676.0,0.959,17.457,325,27.692307692307693,reject
N071,VBO_未踏円クロス,VolBreakout,NZDJPY,H4,std,A,0.01,円クロス残り4本,-2182.0,0.9777,12.9667,308,32.7922077922078,reject
N111,SCA_未踏市場,SCA_EA,CHFJPY,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-38432.0,0.8902,48.0899,1442,45.97780859916782,reject
N112,SCA_未踏市場,SCA_EA,CADJPY,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-4788.0,0.98,17.2758,1200,45.83333333333333,reject
N115,SCA_未踏市場,SCA_EA,AUDUSD,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-24903.0,0.9018,33.7657,1299,46.03541185527329,reject
N116,SCA_未踏市場,SCA_EA,NZDUSD,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-40234.0,0.8321,42.6618,1298,45.45454545454545,reject
N117,SCA_未踏市場,SCA_EA,USDCAD,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-23069.0,0.8955,28.2246,1089,41.68962350780532,reject
N118,SCA_未踏市場,SCA_EA,USDCHF,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-35426.0,0.8833,43.4619,1248,42.2275641025641,reject
N119,SCA_未踏市場,SCA_EA,AUDCAD,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-27470.0,0.8364,31.9622,1150,43.826086956521735,reject
N120,SCA_未踏市場,SCA_EA,AUDCHF,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-55260.0,0.7968,56.7013,1367,45.574250182882224,reject
N121,SCA_未踏市場,SCA_EA,AUDNZD,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-40061.0,0.6222,41.9511,1035,43.28502415458937,reject
N122,SCA_未踏市場,SCA_EA,NZDCAD,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-37817.0,0.7849,42.2525,1191,45.08816120906801,reject
N123,SCA_未踏市場,SCA_EA,NZDCHF,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-83959.0,0.6653,84.2698,1369,42.14755295836377,reject
N124,SCA_未踏市場,SCA_EA,CADCHF,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-68040.0,0.7321,68.444,1239,39.30589184826473,reject
N125,SCA_未踏市場,SCA_EA,EURCAD,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-11285.0,0.9554,17.3445,1096,41.51459854014598,reject
N126,SCA_未踏市場,SCA_EA,EURCHF,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-96100.0,0.6864,96.6521,1463,40.054682159945315,reject
N127,SCA_未踏市場,SCA_EA,EURNZD,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-58197.0,0.8373,62.4225,1368,44.80994152046784,reject
N128,SCA_未踏市場,SCA_EA,EURAUD,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-41094.0,0.8777,46.1972,1298,45.300462249614796,reject
N129,SCA_未踏市場,SCA_EA,GBPAUD,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-53415.0,0.8804,59.1392,1403,44.048467569493944,reject
N130,SCA_未踏市場,SCA_EA,GBPCAD,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-77808.0,0.7897,82.4787,1142,41.85639229422067,reject
N131,SCA_未踏市場,SCA_EA,GBPCHF,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-98065.0,0.7911,98.2137,1362,41.04258443465492,reject
N132,SCA_未踏市場,SCA_EA,GBPNZD,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-95093.0,0.7867,97.1822,1397,43.87974230493916,reject
N133,SCA_未踏市場,SCA_EA,USDMXN,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-98994.0,0.6162,98.9972,609,35.30377668308703,reject
N134,SCA_未踏市場,SCA_EA,USDZAR,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-98973.0,0.8203,98.973,1129,40.56687333923826,reject
N135,SCA_未踏市場,SCA_EA,USDTRY,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-99045.0,0.6727,99.1531,647,38.794435857805254,reject
N136,SCA_未踏市場,SCA_EA,EURTRY,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-100233.0,0.7078,100.233,684,39.03508771929825,reject
N137,SCA_未踏市場,SCA_EA,EURZAR,M15,std,A,0.01,セッションORB横展開（実績テンプレ）,-98853.0,0.7861,98.8625,885,40.90395480225989,reject
N138,Carry_FX高スワップ,Carry,NZDJPY,D1,std,A,0.01,AUDJPY以外の高スワップFX,0.0,0.0,0.0,0,0.0,reject
N139,Carry_FX高スワップ,Carry,GBPNZD,D1,std,A,0.01,AUDJPY以外の高スワップFX,0.0,0.0,0.0,0,0.0,reject
N140,Carry_FX高スワップ,Carry,NZDUSD,D1,std,A,0.01,AUDJPY以外の高スワップFX,0.0,0.0,0.0,0,0.0,reject
N141,Carry_FX高スワップ,Carry,AUDUSD,D1,std,A,0.01,AUDJPY以外の高スワップFX,0.0,0.0,0.0,0,0.0,reject
N142,Carry_FX高スワップ,Carry,AUDNZD,D1,std,A,0.01,AUDJPY以外の高スワップFX,0.0,0.0,0.0,0,0.0,reject
N143,Carry_FX高スワップ,Carry,GBPAUD,D1,std,A,0.01,AUDJPY以外の高スワップFX,0.0,0.0,0.0,0,0.0,reject
N005,PB_未踏クロス,PullbackTrend,AUDCAD,H4,std,B,0.01,非円クロス14本,-8347.0,0.5644,8.347,53,22.641509433962266,reject
N006,PB_未踏クロス,PullbackTrend,AUDCHF,H4,std,B,0.01,非円クロス14本,-2438.0,0.8822,4.6958,51,31.372549019607842,reject
N007,PB_未踏クロス,PullbackTrend,AUDNZD,H4,std,B,0.01,非円クロス14本,-2756.0,0.827,5.624,63,31.746031746031743,reject
N008,PB_未踏クロス,PullbackTrend,NZDCAD,H4,std,B,0.01,非円クロス14本,604.0,1.0299,6.4323,68,35.294117647058826,reject
N009,PB_未踏クロス,PullbackTrend,NZDCHF,H4,std,B,0.01,非円クロス14本,-5492.0,0.7343,6.7834,54,27.77777777777778,reject
N010,PB_未踏クロス,PullbackTrend,CADCHF,H4,std,B,0.01,非円クロス14本,-126.0,0.9926,3.963,49,36.734693877551024,reject
N011,PB_未踏クロス,PullbackTrend,EURCAD,H4,std,B,0.01,非円クロス14本,-9576.0,0.6337,10.7646,52,26.923076923076923,reject
N012,PB_未踏クロス,PullbackTrend,EURCHF,H4,std,B,0.01,非円クロス14本,-226.0,0.9894,7.9658,58,32.758620689655174,reject
N013,PB_未踏クロス,PullbackTrend,EURNZD,H4,std,B,0.01,非円クロス14本,-17877.0,0.4674,19.2394,50,20.0,reject
N014,PB_未踏クロス,PullbackTrend,EURAUD,H4,std,B,0.01,非円クロス14本,-5215.0,0.8336,11.7252,53,28.30188679245283,reject
N015,PB_未踏クロス,PullbackTrend,GBPAUD,H4,std,B,0.01,非円クロス14本,-15364.0,0.7101,19.9107,72,26.38888888888889,reject
N016,PB_未踏クロス,PullbackTrend,GBPCAD,H4,std,B,0.01,非円クロス14本,-9107.0,0.8009,10.106,74,31.08108108108108,reject
N017,PB_未踏クロス,PullbackTrend,GBPCHF,H4,std,B,0.01,非円クロス14本,11675.0,1.2972,7.3514,72,41.66666666666667,PASS
N018,PB_未踏クロス,PullbackTrend,GBPNZD,H4,std,B,0.01,非円クロス14本,-21109.0,0.539,22.156,59,22.033898305084744,reject
N019,PB_他貴金属,PullbackTrend,SILVER,H4,std,B,0.01,SILVER以外の貴金属/銅,274680.0,2.1117,86.155,87,31.03448275862069,reject
N020,PB_他貴金属,PullbackTrend,PLAT-OCT26,H4,std,B,0.01,SILVER以外の貴金属/銅,0.0,0.0,0.0,0,0.0,reject
N021,PB_他貴金属,PullbackTrend,PALL-SEP26,H4,std,B,0.01,SILVER以外の貴金属/銅,0.0,0.0,0.0,0,0.0,reject
N022,PB_他貴金属,PullbackTrend,HGCOP-SEP26,H4,std,B,0.01,SILVER以外の貴金属/銅,0.0,0.0,0.0,0,0.0,reject
N060,RSI_D1変種,RSI_Reversal,EURUSD,D1,std,B,0.01,既存採用ペアのD1版,-627.0,0.9052,4.5765,15,26.666666666666668,reject
N061,RSI_D1変種,RSI_Reversal,USDJPY,D1,std,B,0.01,既存採用ペアのD1版,-3129.0,0.627,3.9493,23,21.73913043478261,reject
N062,RSI_D1変種,RSI_Reversal,GBPUSD,D1,std,B,0.01,既存採用ペアのD1版,353.0,1.0382,2.3619,22,31.818181818181817,reject
N072,VBO_未踏クロス,VolBreakout,AUDCAD,H4,std,B,0.01,非円クロス14本,-45670.0,0.505,46.4561,316,25.0,reject
N073,VBO_未踏クロス,VolBreakout,AUDCHF,H4,std,B,0.01,非円クロス14本,-26485.0,0.7307,27.942,300,28.000000000000004,reject
N074,VBO_未踏クロス,VolBreakout,AUDNZD,H4,std,B,0.01,非円クロス14本,-26297.0,0.6168,30.2098,307,25.407166123778502,reject
N075,VBO_未踏クロス,VolBreakout,NZDCAD,H4,std,B,0.01,非円クロス14本,-47605.0,0.5108,49.2081,331,25.6797583081571,reject
N076,VBO_未踏クロス,VolBreakout,NZDCHF,H4,std,B,0.01,非円クロス14本,-31988.0,0.682,31.988,317,25.55205047318612,reject
N077,VBO_未踏クロス,VolBreakout,CADCHF,H4,std,B,0.01,非円クロス14本,-35013.0,0.6499,35.2048,308,23.7012987012987,reject
N078,VBO_未踏クロス,VolBreakout,EURCAD,H4,std,B,0.01,非円クロス14本,-37520.0,0.6966,43.2121,314,26.11464968152866,reject
N079,VBO_未踏クロス,VolBreakout,EURCHF,H4,std,B,0.01,非円クロス14本,-41423.0,0.5647,43.199,299,22.073578595317723,reject
N080,VBO_未踏クロス,VolBreakout,EURNZD,H4,std,B,0.01,非円クロス14本,-40105.0,0.7241,45.3832,312,27.564102564102566,reject
N081,VBO_未踏クロス,VolBreakout,EURAUD,H4,std,B,0.01,非円クロス14本,-53141.0,0.6356,59.681,318,28.30188679245283,reject
N082,VBO_未踏クロス,VolBreakout,GBPAUD,H4,std,B,0.01,非円クロス14本,-9889.0,0.9405,36.0764,308,29.87012987012987,reject
N083,VBO_未踏クロス,VolBreakout,GBPCAD,H4,std,B,0.01,非円クロス14本,-21092.0,0.8496,28.8315,284,30.28169014084507,reject
N084,VBO_未踏クロス,VolBreakout,GBPCHF,H4,std,B,0.01,非円クロス14本,-58419.0,0.6386,60.8133,310,27.09677419354839,reject
N085,VBO_未踏クロス,VolBreakout,GBPNZD,H4,std,B,0.01,非円クロス14本,-69501.0,0.6284,72.4982,306,25.49019607843137,reject
N086,VBO_他貴金属,VolBreakout,SILVER,H4,std,B,0.01,スクイーズ→拡大は貴金属と相性未検証,-100478.0,0.4743,100.4591,154,20.12987012987013,reject
N087,VBO_他貴金属,VolBreakout,PLAT-OCT26,H4,std,B,0.01,スクイーズ→拡大は貴金属と相性未検証,0.0,0.0,0.0,0,0.0,reject
N088,VBO_他貴金属,VolBreakout,PALL-SEP26,H4,std,B,0.01,スクイーズ→拡大は貴金属と相性未検証,0.0,0.0,0.0,0,0.0,reject
N089,VBO_他貴金属,VolBreakout,HGCOP-SEP26,H4,std,B,0.01,スクイーズ→拡大は貴金属と相性未検証,0.0,0.0,0.0,0,0.0,reject
N212,SCA_レンジ緩和,SCA_EA,EURJPY,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-17771.0,0.9618,35.846,1774,46.73055242390079,reject
N213,SCA_レンジ緩和,SCA_EA,AUDJPY,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-24042.0,0.9128,32.5173,1365,47.179487179487175,reject
N214,SCA_レンジ緩和,SCA_EA,NZDJPY,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-23373.0,0.9042,26.7371,1390,45.25179856115108,reject
N215,SCA_レンジ緩和,SCA_EA,CHFJPY,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-36085.0,0.9161,54.2374,1786,44.79283314669653,reject
N216,SCA_レンジ緩和,SCA_EA,CADJPY,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-9405.0,0.9695,22.6342,1569,44.614404079031225,reject
N217,SCA_レンジ緩和,SCA_EA,EURUSD,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-33261.0,0.9343,40.2721,2138,41.67446211412535,reject
N218,SCA_レンジ緩和,SCA_EA,GBPUSD,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-21831.0,0.9691,43.9703,2228,41.4721723518851,reject
N219,SCA_レンジ緩和,SCA_EA,AUDUSD,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-29070.0,0.8991,39.2845,1488,45.766129032258064,reject
N220,SCA_レンジ緩和,SCA_EA,NZDUSD,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-44773.0,0.8371,48.81,1484,45.080862533692724,reject
N221,SCA_レンジ緩和,SCA_EA,USDCAD,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-68801.0,0.8136,70.9343,1865,37.58713136729222,reject
N222,SCA_レンジ緩和,SCA_EA,USDCHF,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-70640.0,0.8506,75.5662,2029,39.329719073435186,reject
N223,SCA_レンジ緩和,SCA_EA,AUDCAD,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-34381.0,0.8282,39.1489,1336,43.637724550898206,reject
N224,SCA_レンジ緩和,SCA_EA,AUDCHF,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-81328.0,0.7438,82.4193,1569,44.04079031230083,reject
N225,SCA_レンジ緩和,SCA_EA,AUDNZD,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-49732.0,0.5923,51.4544,1166,42.109777015437395,reject
N226,SCA_レンジ緩和,SCA_EA,NZDCAD,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-46145.0,0.7746,50.1356,1352,44.230769230769226,reject
N227,SCA_レンジ緩和,SCA_EA,NZDCHF,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-99113.0,0.6436,99.1295,1497,41.616566466265866,reject
N228,SCA_レンジ緩和,SCA_EA,CADCHF,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-99075.0,0.7029,99.0778,1705,36.12903225806451,reject
N229,SCA_レンジ緩和,SCA_EA,EURCAD,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-39798.0,0.9142,39.798,2035,39.11547911547912,reject
N230,SCA_レンジ緩和,SCA_EA,EURCHF,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-98586.0,0.7406,98.6015,1887,39.21568627450981,reject
N231,SCA_レンジ緩和,SCA_EA,EURNZD,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-69612.0,0.8304,72.3413,1565,44.66453674121406,reject
N232,SCA_レンジ緩和,SCA_EA,EURAUD,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-59914.0,0.8511,63.008,1536,44.27083333333333,reject
N233,SCA_レンジ緩和,SCA_EA,GBPAUD,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-52616.0,0.9008,58.744,1688,43.89810426540284,reject
N234,SCA_レンジ緩和,SCA_EA,GBPCAD,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-98640.0,0.7264,98.6779,1095,36.986301369863014,reject
N235,SCA_レンジ緩和,SCA_EA,GBPCHF,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-98433.0,0.8176,98.5318,1630,38.77300613496932,reject
N236,SCA_レンジ緩和,SCA_EA,GBPNZD,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-98325.0,0.7926,98.3832,1443,43.52044352044352,reject
N237,SCA_レンジ緩和,SCA_EA,USDMXN,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-99077.0,0.7143,99.077,954,33.22851153039832,reject
N238,SCA_レンジ緩和,SCA_EA,USDZAR,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-99004.0,0.8041,99.0116,1149,39.1644908616188,reject
N239,SCA_レンジ緩和,SCA_EA,USDTRY,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-99026.0,0.7375,99.1357,922,38.06941431670282,reject
N240,SCA_レンジ緩和,SCA_EA,EURTRY,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-99680.0,0.7378,99.6816,775,39.35483870967742,reject
N241,SCA_レンジ緩和,SCA_EA,EURZAR,M15,range_wide,B,0.01,MinRange/MaxRangeを緩和した変種,-99001.0,0.8553,99.0779,1432,40.502793296089386,reject
N242,Carry_ヒステリシス変種,Carry,USDMXN,D1,hyst15,B,0.01,Hyst_ATR_Mult=1.5（帯を広げた変種）,0.0,0.0,0.0,0,0.0,reject
N243,Carry_ヒステリシス変種,Carry,USDZAR,D1,hyst15,B,0.01,Hyst_ATR_Mult=1.5（帯を広げた変種）,0.0,0.0,0.0,0,0.0,reject
N244,Carry_ヒステリシス変種,Carry,USDTRY,D1,hyst15,B,0.01,Hyst_ATR_Mult=1.5（帯を広げた変種）,0.0,0.0,0.0,0,0.0,reject
N245,Carry_ヒステリシス変種,Carry,EURTRY,D1,hyst15,B,0.01,Hyst_ATR_Mult=1.5（帯を広げた変種）,0.0,0.0,0.0,0,0.0,reject
N246,Carry_ヒステリシス変種,Carry,EURZAR,D1,hyst15,B,0.01,Hyst_ATR_Mult=1.5（帯を広げた変種）,0.0,0.0,0.0,0,0.0,reject
N247,Carry_ヒステリシス変種,Carry,NZDJPY,D1,hyst15,B,0.01,Hyst_ATR_Mult=1.5（帯を広げた変種）,0.0,0.0,0.0,0,0.0,reject
N248,Carry_ヒステリシス変種,Carry,GBPNZD,D1,hyst15,B,0.01,Hyst_ATR_Mult=1.5（帯を広げた変種）,0.0,0.0,0.0,0,0.0,reject
N249,Carry_ヒステリシス変種,Carry,NZDUSD,D1,hyst15,B,0.01,Hyst_ATR_Mult=1.5（帯を広げた変種）,0.0,0.0,0.0,0,0.0,reject
N250,Carry_ヒステリシス変種,Carry,AUDUSD,D1,hyst15,B,0.01,Hyst_ATR_Mult=1.5（帯を広げた変種）,0.0,0.0,0.0,0,0.0,reject
N251,Carry_ヒステリシス変種,Carry,AUDNZD,D1,hyst15,B,0.01,Hyst_ATR_Mult=1.5（帯を広げた変種）,0.0,0.0,0.0,0,0.0,reject
N252,Carry_ヒステリシス変種,Carry,GBPAUD,D1,hyst15,B,0.01,Hyst_ATR_Mult=1.5（帯を広げた変種）,0.0,0.0,0.0,0,0.0,reject
N253,SCA_Boost無し,SCA_EA,EURJPY,M15,noboost,B,0.01,リバーサルBoostを外した純ブレイク版,-10998.0,0.963,22.9368,1393,47.810480976310124,reject
N254,SCA_Boost無し,SCA_EA,AUDJPY,M15,noboost,B,0.01,リバーサルBoostを外した純ブレイク版,-14933.0,0.924,21.6009,1186,47.97639123102867,reject
N255,SCA_Boost無し,SCA_EA,NZDJPY,M15,noboost,B,0.01,リバーサルBoostを外した純ブレイク版,-17492.0,0.9027,20.8342,1236,46.19741100323624,reject
N256,SCA_Boost無し,SCA_EA,CHFJPY,M15,noboost,B,0.01,リバーサルBoostを外した純ブレイク版,-30544.0,0.8906,36.23,1442,45.97780859916782,reject
N257,SCA_Boost無し,SCA_EA,CADJPY,M15,noboost,B,0.01,リバーサルBoostを外した純ブレイク版,-4453.0,0.9776,16.3106,1200,45.83333333333333,reject
N258,SCA_Boost無し,SCA_EA,EURUSD,M15,noboost,B,0.01,リバーサルBoostを外した純ブレイク版,-19411.0,0.914,22.9343,1107,44.71544715447154,reject
N259,SCA_Boost無し,SCA_EA,GBPUSD,M15,noboost,B,0.01,リバーサルBoostを外した純ブレイク版,506.0,1.0016,15.9558,1173,45.52429667519181,reject
N260,SCA_Boost無し,SCA_EA,AUDUSD,M15,noboost,B,0.01,リバーサルBoostを外した純ブレイク版,-18034.0,0.9138,23.7092,1299,46.03541185527329,reject
N261,SCA_Boost無し,SCA_EA,NZDUSD,M15,noboost,B,0.01,リバーサルBoostを外した純ブレイク版,-33303.0,0.833,35.1206,1298,45.45454545454545,reject
N262,SCA_Boost無し,SCA_EA,USDCAD,M15,noboost,B,0.01,リバーサルBoostを外した純ブレイク版,-22606.0,0.8786,25.0487,1089,41.68962350780532,reject
N263,SCA_Boost無し,SCA_EA,USDCHF,M15,noboost,B,0.01,リバーサルBoostを外した純ブレイク版,-28142.0,0.8838,33.8835,1248,42.2275641025641,reject
N264,SCA_Boost無し,SCA_EA,AUDCAD,M15,noboost,B,0.01,リバーサルBoostを外した純ブレイク版,-27230.0,0.8133,30.0237,1150,43.826086956521735,reject
N265,SCA_Boost無し,SCA_EA,AUDCHF,M15,noboost,B,0.01,リバーサルBoostを外した純ブレイク版,-46646.0,0.7895,47.707,1367,45.574250182882224,reject
N266,SCA_Boost無し,SCA_EA,AUDNZD,M15,noboost,B,0.01,リバーサルBoostを外した純ブレイク版,-31591.0,0.6442,33.5028,1035,43.28502415458937,reject
N267,SCA_Boost無し,SCA_EA,NZDCAD,M15,noboost,B,0.01,リバーサルBoostを外した純ブレイク版,-29784.0,0.7984,33.4539,1191,45.08816120906801,reject
