id,family,template,symbol,period,params,priority,lot,note,is_net,is_pf,is_n,oos_net,oos_pf,oos_n,verdict
M302,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 30, 'Squeeze_Factor': 0.9}",A,0.01,スクイーズ参照期間×閾値の格子,9405.0,1.2134,108,-3080.0,0.8981,101,reject
M303,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 30, 'Squeeze_Factor': 1.0}",A,0.01,スクイーズ参照期間×閾値の格子,15194.0,1.2353,151,-7429.0,0.8521,157,reject
M304,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 30, 'Squeeze_Factor': 1.1}",A,0.01,スクイーズ参照期間×閾値の格子,-2540.0,0.974,197,-5762.0,0.9063,193,reject
M305,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 40, 'Squeeze_Factor': 0.9}",A,0.01,スクイーズ参照期間×閾値の格子,22897.0,1.552,110,-5535.0,0.8352,113,reject
M306,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 40, 'Squeeze_Factor': 1.0}",A,0.01,スクイーズ参照期間×閾値の格子,7962.0,1.1188,154,-7230.0,0.8511,154,reject
M307,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 40, 'Squeeze_Factor': 1.1}",A,0.01,スクイーズ参照期間×閾値の格子,6813.0,1.0742,197,-11651.0,0.8071,193,reject
M308,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 70, 'Squeeze_Factor': 0.9}",A,0.01,スクイーズ参照期間×閾値の格子,20791.0,1.4367,127,-6420.0,0.8114,116,reject
M309,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 70, 'Squeeze_Factor': 1.0}",A,0.01,スクイーズ参照期間×閾値の格子,26657.0,1.4463,153,-2627.0,0.9455,162,reject
M310,VBO応答曲面_スクイーズ参照,VolBreakout,USDJPY,H4,"{'Squeeze_Lookback': 70, 'Squeeze_Factor': 1.1}",A,0.01,スクイーズ参照期間×閾値の格子,10287.0,1.1209,188,-15579.0,0.7558,198,reject
M314,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 0, 'ExitMA_Period': 0}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）,24188.0,3.6254,7,8923.0,2.5715,7,PASS
M315,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 0, 'ExitMA_Period': 20}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）,16262.0,1.7036,44,6468.0,1.4288,36,PASS
M316,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 0, 'ExitMA_Period': 40}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）,16181.0,1.9411,37,6936.0,1.5521,21,PASS
M317,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 3, 'ExitMA_Period': 0}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）,24188.0,3.6254,7,8923.0,2.5715,7,PASS
M318,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 3, 'ExitMA_Period': 20}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）,18802.0,1.9182,40,6471.0,1.4285,32,PASS
M319,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 3, 'ExitMA_Period': 40}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）,16903.0,2.0192,34,6344.0,1.4831,20,PASS
M320,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 5, 'ExitMA_Period': 0}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）,24188.0,3.6254,7,8894.0,2.5584,7,PASS
M321,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 5, 'ExitMA_Period': 20}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）,14093.0,1.6571,36,6524.0,1.444,29,PASS
M322,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 5, 'ExitMA_Period': 40}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）,18301.0,2.3564,29,5604.0,1.4077,20,PASS
M323,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 10, 'ExitMA_Period': 0}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）,24188.0,3.6254,7,9606.0,2.9231,7,PASS
M324,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 10, 'ExitMA_Period': 20}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）,12641.0,1.7338,33,6355.0,1.4453,25,PASS
M325,Carry応答曲面_退出クールダウン,Carry,AUDJPY,D1,"{'ReentryCooldown': 10, 'ExitMA_Period': 40}",A,0.01,退出後クールダウン×デュアルMA退出の格子（BTC/ETHで採用済み機構のAUDJPY移植）,9435.0,1.5439,27,10850.0,2.2577,16,PASS
M344,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子,7748.0,1.1288,110,-2704.0,0.8936,62,reject
M345,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子,2324.0,1.0353,94,-963.0,0.9596,52,reject
M346,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子,9103.0,1.1444,89,-2015.0,0.9079,46,reject
M347,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子,14248.0,1.2412,83,350.0,1.0169,43,PASS
M348,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子,10960.0,1.4074,60,1801.0,1.2736,18,PASS
M349,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子,21364.0,1.7482,56,3299.0,1.7186,13,PASS
M350,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子,15953.0,1.5505,52,3915.0,1.7045,14,PASS
M351,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子,19618.0,1.6788,51,5346.0,1.9577,14,PASS
M352,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子,7700.0,1.7277,27,3104.0,2.5645,7,PASS
M353,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子,7429.0,1.5035,28,1621.0,1.8395,5,PASS
M354,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子,3307.0,1.2343,23,2336.0,2.2097,5,PASS
M355,PB応答曲面_傾きxRR,PullbackTrend,USDJPY,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子,1031.0,1.067,23,2932.0,2.5184,5,PASS
M359,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子,3682.0,1.0999,61,734.0,1.0136,84,PASS
M360,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子,10022.0,1.2799,52,11255.0,1.2186,70,PASS
M361,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子,-530.0,0.9864,50,8618.0,1.1663,62,reject
M362,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子,4072.0,1.1084,48,1054.0,1.019,60,PASS
M363,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子,3332.0,1.2496,25,-2973.0,0.8891,43,reject
M364,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子,7277.0,1.6342,19,5382.0,1.2319,35,PASS
M365,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子,8255.0,1.8163,17,7252.0,1.2907,36,PASS
M366,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子,9365.0,1.7597,19,9266.0,1.3728,34,PASS
M367,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子,-1228.0,0.747,9,-2177.0,0.7933,17,reject
M368,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子,-1603.0,0.7136,9,-1347.0,0.8649,15,reject
M369,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子,-805.0,0.8562,9,-719.0,0.923,13,reject
M370,PB応答曲面_傾きxRR,PullbackTrend,GBPJPY,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子,666.0,1.1351,8,-4555.0,0.5941,13,reject
M374,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子,,,,,,,FAIL
M375,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子,,,,,,,FAIL
M376,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子,,,,,,,FAIL
M377,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 0.8, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子,,,,,,,FAIL
M378,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子,,,,,,,FAIL
M379,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子,,,,,,,FAIL
M380,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子,,,,,,,FAIL
M381,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 1.5, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子,,,,,,,FAIL
M382,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 1.5}",A,0.01,環境フィルター強度×RR比の格子,,,,,,,FAIL
M383,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 2.5}",A,0.01,環境フィルター強度×RR比の格子,,,,,,,FAIL
M384,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 3.0}",A,0.01,環境フィルター強度×RR比の格子,,,,,,,FAIL
M385,PB応答曲面_傾きxRR,PullbackTrend,GOLD,H4,"{'MA_Slope_Min_ATR': 2.0, 'RR_Ratio': 3.5}",A,0.01,環境フィルター強度×RR比の格子,,,,,,,FAIL
M196,SCA応答曲面_強制決済,SCA_EA,GOLD,M15,{'ForceCloseHour': 18},B,0.01,強制決済時刻の格子,,,,,,,FAIL
M197,SCA応答曲面_強制決済,SCA_EA,GOLD,M15,{'ForceCloseHour': 20},B,0.01,強制決済時刻の格子,,,,,,,FAIL
M218,SCA応答曲面_強制決済,SCA_EA,USDJPY,M15,{'ForceCloseHour': 18},B,0.01,強制決済時刻の格子,11702.0,1.0824,584,-2649.0,0.9684,560,reject
M219,SCA応答曲面_強制決済,SCA_EA,USDJPY,M15,{'ForceCloseHour': 20},B,0.01,強制決済時刻の格子,19606.0,1.1308,584,-8165.0,0.9132,560,reject
M240,SCA応答曲面_強制決済,SCA_EA,GBPJPY,M15,{'ForceCloseHour': 18},B,0.01,強制決済時刻の格子,23461.0,1.1033,684,9751.0,1.0499,658,PASS
M241,SCA応答曲面_強制決済,SCA_EA,GBPJPY,M15,{'ForceCloseHour': 20},B,0.01,強制決済時刻の格子,29893.0,1.1253,684,-454.0,0.9978,658,reject
M246,PB応答曲面_EMA組,PullbackTrend,USDJPY,H4,"{'FastEMA_Period': 10, 'SlowEMA_Period': 40}",B,0.01,押し目EMA組の格子,3238.0,1.0676,82,3625.0,1.282,31,PASS
M247,PB応答曲面_EMA組,PullbackTrend,USDJPY,H4,"{'FastEMA_Period': 10, 'SlowEMA_Period': 60}",B,0.01,押し目EMA組の格子,10947.0,1.2167,91,4782.0,1.3551,35,PASS
M248,PB応答曲面_EMA組,PullbackTrend,USDJPY,H4,"{'FastEMA_Period': 15, 'SlowEMA_Period': 40}",B,0.01,押し目EMA組の格子,1883.0,1.0393,81,3460.0,1.3232,28,PASS
M249,PB応答曲面_EMA組,PullbackTrend,USDJPY,H4,"{'FastEMA_Period': 15, 'SlowEMA_Period': 60}",B,0.01,押し目EMA組の格子,7187.0,1.1419,87,3948.0,1.3487,31,PASS
M254,PB応答曲面_EMA組,PullbackTrend,GBPJPY,H4,"{'FastEMA_Period': 10, 'SlowEMA_Period': 40}",B,0.01,押し目EMA組の格子,1204.0,1.0417,43,-596.0,0.9843,54,reject
M255,PB応答曲面_EMA組,PullbackTrend,GBPJPY,H4,"{'FastEMA_Period': 10, 'SlowEMA_Period': 60}",B,0.01,押し目EMA組の格子,-1636.0,0.9488,46,-1721.0,0.9572,58,reject
M256,PB応答曲面_EMA組,PullbackTrend,GBPJPY,H4,"{'FastEMA_Period': 15, 'SlowEMA_Period': 40}",B,0.01,押し目EMA組の格子,-241.0,0.9907,38,920.0,1.0259,50,reject
M257,PB応答曲面_EMA組,PullbackTrend,GBPJPY,H4,"{'FastEMA_Period': 15, 'SlowEMA_Period': 60}",B,0.01,押し目EMA組の格子,-1355.0,0.9533,41,-1934.0,0.9509,55,reject
M262,PB応答曲面_EMA組,PullbackTrend,GOLD,H4,"{'FastEMA_Period': 10, 'SlowEMA_Period': 40}",B,0.01,押し目EMA組の格子,,,,,,,FAIL
M263,PB応答曲面_EMA組,PullbackTrend,GOLD,H4,"{'FastEMA_Period': 10, 'SlowEMA_Period': 60}",B,0.01,押し目EMA組の格子,,,,,,,FAIL
M264,PB応答曲面_EMA組,PullbackTrend,GOLD,H4,"{'FastEMA_Period': 15, 'SlowEMA_Period': 40}",B,0.01,押し目EMA組の格子,,,,,,,FAIL
M265,PB応答曲面_EMA組,PullbackTrend,GOLD,H4,"{'FastEMA_Period': 15, 'SlowEMA_Period': 60}",B,0.01,押し目EMA組の格子,,,,,,,FAIL
M266,RSI応答曲面_ADX追加,RSI_Reversal,EURUSD,H1,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）,-16086.0,0.7834,186,3087.0,1.0541,191,reject
M267,RSI応答曲面_ADX追加,RSI_Reversal,EURUSD,H1,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）,-16086.0,0.7834,186,3087.0,1.0541,191,reject
M268,RSI応答曲面_ADX追加,RSI_Reversal,EURUSD,H1,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）,-16086.0,0.7834,186,3087.0,1.0541,191,reject
M269,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子,-1032.0,0.9904,303,-6240.0,0.9348,329,reject
M270,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子,-1032.0,0.9904,303,-6240.0,0.9348,329,reject
M271,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子,-1032.0,0.9904,303,-6240.0,0.9348,329,reject
M272,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子,-661.0,0.9939,299,-1182.0,0.9871,319,reject
M273,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子,-661.0,0.9939,299,-1182.0,0.9871,319,reject
M274,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子,-661.0,0.9939,299,-1182.0,0.9871,319,reject
M275,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子,1979.0,1.0186,295,-2171.0,0.976,314,reject
M276,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子,1979.0,1.0186,295,-2171.0,0.976,314,reject
M277,RSI応答曲面_DP,RSI_Reversal,EURUSD,H1,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子,1979.0,1.0186,295,-2171.0,0.976,314,reject
M278,RSI応答曲面_ADX追加,RSI_Reversal,USDJPY,H4,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）,-3218.0,0.78,42,4935.0,1.3347,57,reject
M279,RSI応答曲面_ADX追加,RSI_Reversal,USDJPY,H4,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）,-3218.0,0.78,42,4935.0,1.3347,57,reject
M280,RSI応答曲面_ADX追加,RSI_Reversal,USDJPY,H4,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）,-3218.0,0.78,42,4935.0,1.3347,57,reject
M281,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子,6173.0,1.2102,99,-1047.0,0.9692,108,reject
M282,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子,6173.0,1.2102,99,-1047.0,0.9692,108,reject
M283,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子,6173.0,1.2102,99,-1047.0,0.9692,108,reject
M284,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子,-3159.0,0.9074,105,5900.0,1.2155,93,reject
M285,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子,-3597.0,0.8959,106,6890.0,1.2517,94,reject
M286,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子,-3597.0,0.8959,106,6890.0,1.2517,94,reject
M287,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子,-378.0,0.9879,99,5792.0,1.2116,92,reject
M288,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子,-3215.0,0.9058,105,6693.0,1.2445,93,reject
M289,RSI応答曲面_DP,RSI_Reversal,USDJPY,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子,-3215.0,0.9058,105,6693.0,1.2445,93,reject
M290,RSI応答曲面_ADX追加,RSI_Reversal,GBPUSD,H4,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）,-2347.0,0.8713,40,1502.0,1.1364,34,reject
M291,RSI応答曲面_ADX追加,RSI_Reversal,GBPUSD,H4,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）,-2347.0,0.8713,40,1502.0,1.1364,34,reject
M292,RSI応答曲面_ADX追加,RSI_Reversal,GBPUSD,H4,"{'UseADXFilter': True, 'ADX_Period': 14}",B,0.01,ADXフィルターを追加した変種（閾値はEA既定22.5固定・追加要否のみ検証）,-2347.0,0.8713,40,1502.0,1.1364,34,reject
M293,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子,-2452.0,0.9376,89,6118.0,1.2192,89,reject
M294,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子,-2452.0,0.9376,89,6118.0,1.2192,89,reject
M295,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 2, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子,-2452.0,0.9376,89,6118.0,1.2192,89,reject
M296,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子,-5546.0,0.8542,84,3254.0,1.1049,96,reject
M297,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子,-5546.0,0.8542,84,3254.0,1.1049,96,reject
M298,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 4, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子,-5546.0,0.8542,84,3254.0,1.1049,96,reject
M299,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 50}",B,0.01,ダブルパターン検出のパラメータ格子,-8574.0,0.8039,95,6796.0,1.2277,95,reject
M300,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 80}",B,0.01,ダブルパターン検出のパラメータ格子,-9247.0,0.7917,96,5770.0,1.1869,97,reject
M301,RSI応答曲面_DP,RSI_Reversal,GBPUSD,H4,"{'UseDoublePattern': True, 'Swing_Lookback': 5, 'DP_Pattern_Bars': 120}",B,0.01,ダブルパターン検出のパラメータ格子,-9247.0,0.7917,96,5770.0,1.1869,97,reject
M311,VBO応答曲面_初期SL,VolBreakout,USDJPY,H4,{'ATR_SL_Mult': 1.5},B,0.01,初期ストップ幅の格子,19492.0,1.3116,170,-10052.0,0.7851,167,reject
M312,VBO応答曲面_初期SL,VolBreakout,USDJPY,H4,{'ATR_SL_Mult': 2.5},B,0.01,初期ストップ幅の格子,23310.0,1.3404,153,-6018.0,0.872,145,reject
M313,VBO応答曲面_初期SL,VolBreakout,USDJPY,H4,{'ATR_SL_Mult': 3.0},B,0.01,初期ストップ幅の格子,21413.0,1.3,152,-9081.0,0.8186,145,reject
